#separator:tab
#html:true
#deck column:1
#notetype column:2
#tags column:3
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 0, 255);"">kontakt [mi]</span>"	contact
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	kvalitní	high-quality
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(79, 216, 186);"">manažer, manažerka [ma]</span>"	manager
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">maskulinum [n]</span>"	masculine noun
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">metro [n]</span>"	metro
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 0, 255);"">mítink [mi]</span>"	meeting
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(79, 216, 186);"">model, modelka [ma]</span>"	model
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	moderní	modern
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	na	on, for
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	například	for example
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">neutrum [n]</span>"	neuter noun
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	o	about, on
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	optimistický	optimistic
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	organizovat	organize
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 0, 255);"">pár [mi]</span>"	couple
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">písmeno [n]</span>"	letter
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	plánovat	plan
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	podle	according to, based on
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(255, 0, 0);"">policie [f]</span>"	police
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(79, 216, 186);"">politik, politička [ma]</span>"	politician
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	pracovat	work
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(79, 216, 186);"">prezident, prezidentka [ma]</span>"	president
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 0, 255);"">problém [mi]</span>"	problem
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(79, 216, 186);"">profesor, profesorka [ma]</span>"	professor
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 0, 255);"">program [mi]</span>"	program
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	ptát se	ask
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">rádio [n]</span>"	radio
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	reagovat	respond
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(255, 0, 0);"">republika [f]</span>"	republic
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(255, 0, 0);"">restaurace [f]</span>"	restaurant
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">sloveso [n]</span>"	verb
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(79, 216, 186);"">student, studentka [ma]</span>"	student
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	studovat	study
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 0, 255);"">supermarket [mi]</span>"	supermarket
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(255, 0, 0);"">škola [f]</span>"	school
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">taxi, taxík coll. [n]</span>"	taxi
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	telefonovat	make a phone call
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(255, 0, 0);"">tramvaj [f]</span>"	tram
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	typický	typical
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	u	at, near, next to
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(255, 0, 0);"">univerzita [f]</span>"	university
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	v	in
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">verbum [n]</span>"	verbum
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	vidět	see
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	"<span style=""color: rgb(0, 255, 0);"">víno [n]</span>"	wine
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	z	from
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-010	znát	know
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	aha	aha
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	"<span style=""color: rgb(255, 0, 0);"">Amerika [f]</span>"	America
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	"<span style=""color: rgb(255, 0, 0);"">Austrálie [f]</span>"	Australia
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	"<span style=""color: rgb(255, 0, 0);"">čeština [f]</span>"	Czech (language)
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	druhý	second
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	hezky	nice
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	když	when
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	někdo	someone
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	odkud	from where
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	říkat	say
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	s	with
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	tady	here
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	taky	too, also
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-011	zajímavý	interesting
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	asi	about, perhaps
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	au	ouch
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	"<span style=""color: rgb(0, 255, 0);"">Bulharsko [n]</span>"	Bulgaria
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	čau	hi
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	dík coll., díky coll.	thanks
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	jeho	his
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	kontrolovat	check
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	nebo	or
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	nic	nothing
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	pak	then
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	podívat se pf.	take a look
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	podobný	similar
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	prominout*, prominu pf.	excuse
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	představovat	present
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	"<span style=""color: rgb(0, 0, 255);"">text [mi]</span>"	text
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-012	tvořit	form
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	"<span style=""color: rgb(0, 0, 255);"">čas [mi]</span>"	time
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	"<span style=""color: rgb(255, 0, 0);"">forma [f]</span>"	form
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	jíst, jím	eat
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	negativní	negative
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	"<span style=""color: rgb(0, 0, 255);"">obrázek dimin. [mi]</span>"	picture
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	on	he
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	osobní	personal
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	personální	personnel, HR
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	používat	use
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	"<span style=""color: rgb(0, 0, 255);"">pozor [mi]</span>"	caution, attention
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	přečíst*, přečtu pf.	read
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	sem	here
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	spát, spím	sleep
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	stát*, stojí	1. cost 2. stand
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-013	také	also
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	ale	but
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	číst*, čtu	read
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(79, 216, 186);"">člověk [ma]</span>"	man, person
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	dobře	well
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	jeden	one
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(79, 216, 186);"">lékař, lékařka [ma]</span>"	doctor
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	mužský	masculine
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(255, 0, 0);"">náhoda [f]</span>"	coincidence
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(0, 255, 0);"">Německo [n]</span>"	Germany
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	no	well
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	nový	new
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(79, 216, 186);"">pan [ma]</span>"	Mr., sir
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(255, 0, 0);"">paní [f]</span>"	Mrs., lady
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(0, 255, 0);"">Polsko [n]</span>"	Poland
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	představit pf.	present
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	slavný	famous
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(255, 0, 0);"">slečna [f]</span>"	Miss
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(79, 216, 186);"">sportovec, sportovkyně [ma]</span>"	athlete
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	špatně	wrong, bad
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	takže	so
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	tento	this
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	tykat	use informal way to address
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	určitě	definitely
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(79, 216, 186);"">úředník, úřednice [ma]</span>"	officer
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	vědět, vím	know
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	"<span style=""color: rgb(0, 0, 255);"">výraz [mi]</span>"	expression
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	že	that
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-014	ženský	feminine
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	"<span style=""color: rgb(255, 0, 0);"">cena [f]</span>"	price
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	česat* se, češu se	comb hair
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	čtyři	four
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	deset	ten
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	devět	nine
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	dlouhý	long
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	dva	two
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	"<span style=""color: rgb(0, 0, 255);"">e-mail [mi]</span>"	email
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	"<span style=""color: rgb(0, 0, 255);"">mobil [mi]</span>"	mobile phone
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	"<span style=""color: rgb(255, 0, 0);"">nula [f]</span>"	zero
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	osm	eight
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	pamatovat si	remember
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	pět	five
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	"<span style=""color: rgb(0, 0, 255);"">plus [mi]</span>"	plus
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	"<span style=""color: rgb(255, 0, 0);"">Praha [f]</span>"	Prague
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	sedm	seven
Czech::Czech Step by Step A1-A2::Lekce-01	Basic (and reversed card)	lekce-01 strana-015	šest	six
